Identifier,Institution Name,Owner,Established Since,Address,Phone Number,Email,Website,Status,Condition,Institution Type,License Number,Tax Number,Village,Province Name,City Name,Sectors,Popular Vocationals
980ea253-bccc-41eb-ae0e-94ab36f43395,BLK KOMUNITAS YAYASAN FATIMAH BINTI SAID GUZAN,SD. HASYIM,2020,"JL. RAYA AMBUNTEN RT/RW 04/04, DESA JABAAN, KECAMATAAN MANDING, SUMENEP",081913689062,yayasanfatimahgz@gmail.com,,published,new,BLK KOMUNITAS,28/kep/435.105.4/2021,924103803608000,Jaba'an,JAWA TIMUR,KAB. SUMENEP,"JASA, KOMUNIKASI",TEKNOLOGI INFORMASI DAN KOMUNIKASI
136a55c4-f221-475a-9071-6a9b91ca4f83,BLKK PP DAARUL HAQMAL,"KH. ASEP SAPRUDIN, S.KOM, M.SI",2020,KP. TALUN KIARA PAYUNG RT 004 /009 DESA CITEPUS KECAMATAN PALABUHANRATU KABUPATEN SUKABUMI.,+62 811-1102-675,blkponpesdarulhaqmal@gmail.com,-,published,new,BLK KOMUNITAS,563/1117/Lattas,414427625405000,Palabuhanratu,JAWA BARAT,KAB. SUKABUMI,INDUSTRI PENGOLAHAN (MANUFAKTUR),"TATA BUSANA, GARMEN APPAREL"
e87fdfeb-921f-4bf4-ada7-33ec4b7c9b8e,BLKK PENGURUS CABANG NAHDLATUL ULAMA SLEMAN,DRS. H JAMBARI,2021,DUSUN KRANDON RT01/06 WARAK LOR SUMBERADI MLATI SLEMAN YOGYAKARTA,081392483009,blkkpcnusleman@gmail.com,,published,operational,BLK KOMUNITAS,11082200107980001,605479625542000,Sumberadi,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,JASA,TEKNIK OTOMOTIF
1923a10a-6339-43dd-aa65-8edd360f6270,BLK KOMUNITAS PONDOK PESANTREN MODERN SAHID,"MUHAMMAD LUQMAN, S.PD.I",2020,JL. KH. ABDUL HAMID KM. 6 DESA GUNUNG MENYAN KECAMATAN PAMIJAHAN KABUPATEN BOGOR,082299991072,pesantrensahid@gmail.com,pondokpesantrensahid.sch.id,published,operational,BLK KOMUNITAS,3201172021,435449764434000,Gunungmenyan,JAWA BARAT,KAB. BOGOR,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
35a42ea5-a49e-4097-bbee-a05c0df3bf4c,BLKK MIFTAHUL ULUM SUMBER GEDANG,ACH BAIJURI,2020,"JL. RAYA TLAMBAH, TREBUNG, TLAMBAH, KARANG PENANG, KABUPATEN SAMPANG, JAWA TIMUR 69254, INDONESIA",085231876250,lpksumbergedang501@gmail.com,,published,operational,BLK KOMUNITAS,560/189/434.211/KEP/V/2021,429004302644000,Tlambah,JAWA TIMUR,KAB. SAMPANG,"KOMUNIKASI, JASA",TEKNOLOGI INFORMASI DAN KOMUNIKASI
a593eab4-818d-47b2-9c8b-0f8f999cb293,BLK KOMUNITAS YAYASAN MATHLABUL ULUM,DR. IMAM KHODRI TF,2020,JL. PP. MATHLABUL ULUM DESA JAMBU KEC. LENTENG KAB. SUMENEP,087777766707,blkk.mathlabululumjambu@gmail.com,-,published,new,BLK KOMUNITAS,27/KEP/435.105.4/2021,277164664608000,Kapedi,JAWA TIMUR,KAB. SUMENEP,"KOMUNIKASI, JASA",TEKNOLOGI INFORMASI DAN KOMUNIKASI
bb272050-b0cb-48f5-8295-a9762f8c64ff,BLKK YAYASAN AL MALIKI,"ABDUL HALIM, SPD",2020,JL RAYA KALIAREN NO 158 DESA KUNIRAN KECAMATAN PURWOSARI KABUPATEN BOJONEGORO,082322869630,halimkaliombo@gmail.com,,published,operational,BLK KOMUNITAS,12370007002390001,427233242601000,Kuniran,JAWA TIMUR,KAB. BOJONEGORO,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
b38bc556-2e7d-44f6-9749-fbe75f6b9825,LPK YAYASAN PENDIDIKAN ISLAM AT-THOHARIYAH,"H. DARMATIN, S.AG, M.SI",2020,JL. KH ABDUL HAKIM NO.31 GEMPOL GIRANG DESA/KEL SUKAMAKMUR KEC. TELUKJAMBE TIMUR KAB. KARAWANG,08697199935,dewi.gt2016@gmail.com,http://www.yapisat.com,published,operational,BLK KOMUNITAS,503/1814/13/IPLPK/IV/DPMPTSP/2021,419944731408000,Sukamakmur,JAWA BARAT,KAB. KARAWANG,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
0d2b635e-5ebb-4d50-ba6c-e6d1ae941cf0,BLK KOMUNITAS MIFTAHUL HUDA,AHMAD SYAMSU,2020,DESA PLANDIREJO RT.02 RW.02 KEC.PLUMPANG KAB. TUBAN,(+62) 816505420,blkmiftahulhudaplandirejo@gmail.com,www.blkkmiftahulhuda.com,published,operational,BLK KOMUNITAS,188.45/153/414.107/2021,423646330648000,Sumurjalak,JAWA TIMUR,KAB. TUBAN,"KOMUNIKASI, JASA",TEKNOLOGI INFORMASI DAN KOMUNIKASI
e980b833-e6ad-4f17-bacf-0ba1f7d3ae0e,YAYASAN  WALUYA SEJATI ABADI,DRS.SIGIT HERLAMBANG,2019,KP.JERUK NYELAP RW.RT 003/001 KEL.SITUMEKAR KEC.LEMBURSITU KOTA SUKABUMI,085794374204,blkkwsa@gmail.com,,published,new,LPK SWASTA,1214000501029,421739830405000,Situmekar,JAWA BARAT,KOTA SUKABUMI,KOMUNIKASI,TEKNIK ELEKTRONIKA
15fb1616-82be-4772-a7fb-a828bc13795c,BLK MATHLAUL ANWAR,"AMINUDIN, M.PD",2020,KP. KAMARANG RT/RW 003/004 DS. CIDAHU KEC. KOPO KAB. SERANG BANTEN,083890175883,madrasahaliyahmathlaulanwarkop@gmail.com,,published,operational,BLK KOMUNITAS,SURAT PERNYATAAN BINAAN BBPLK SERANG,418587929454000,Cidahu,BANTEN,KAB. SERANG,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
22a3f5e9-a302-487d-88da-5996019c5168,YAYASAN WALUYA SEJATI ABADI,DRS.SIGIT HERLAMBANG,2021,JL.PELABUHAN II KM.7 JERUKNYELAP,085794374204,abdulfalah123321@gmail.com,,published,new,LPK SWASTA,1214000501029,421739830405000,Situmekar,JAWA BARAT,KOTA SUKABUMI,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
ffe54fb1-6458-45ac-92af-dccadc5d6f65,BLK KOMUNITAS TARBIYATUL FALAH MADANI,"YOSA TAUFIQ ISMAIL, ST, M.PD",2020,"KP. BABAKAN NYAMPLUNG, JL. ABD. FATAH KM 4, DESA CINANGKA, CIAMPEA, KABUPATEN BOGOR",087872174118,yosataufiqismail@gmail.com,,published,operational,BLK KOMUNITAS,562/147/Kpts/V/2021,433217684434000,Cinangka,JAWA BARAT,KAB. BOGOR,JASA,TEKNIK OTOMOTIF
74b30d6a-4045-4059-8946-55084db6329b,BLK KOMUNITAS MAMBA'UL FALAH,"R. MUHAMMAD ABDUL HANAN, S.PD",2020,"PLUMBON TENGAH RT003 RW012, MOROREJO, TEMPEL, SLEMAN, YOGYAKARTA 55552",083822712789,pontrenmambaulfalah@gmail.com,http://mambaulfalahsleman.or.id/,published,new,BLK KOMUNITAS,11082200155130001,419140603542000,Mororejo,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,"PERTANIAN, PERIKANAN, PETERNAKAN",PERIKANAN
d35875e6-3da5-424e-af36-c4d61a70ed69,BLK KOMUNITAS YAYASAN DARUSSALAM,"DRS. H. SOLIKHAN AMIN, M.H.I",2020,JALAN TURI KM 1 JOGOKERTEN 01/13 TRIMULYO KABUPATEN SLEMAN PROVINSI DAERAH ISTIMEWA YOGYAKARTA,081328819228,yayasandarussalam5@gmail.com,,published,operational,BLK KOMUNITAS,0210220017807,419673132542000,Trimulyo,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
147762f0-b7b1-44d6-a445-e8f060e4c000,BLK KOMUNITAS PONPES NURUL IHSAN,DADANG SAEPUL MIKDAR,2021,"KP.SANGOJAR, DESA.SINDANGGALIH, KEC.KARANGTENGAH, KAB.GARUT",085331525252,ponpesnurulihsan99@gmail.com,,published,operational,BLK KOMUNITAS,560/138/DTT/2021,423899087443000,Sindanggalih,JAWA BARAT,KAB. GARUT,PERIKANAN,PROCESSING
6da5f331-1aad-4163-8812-40d2e0d3e5d9,BLK KOMUNITAS YAYASAN PONPES AL ISHLAH,MUHAMAD YASIN,2020,DESA TAMBAKMAS RT 24 RW 002 KECAMATAN KEBONSARI KABUPATEN MADIUN JAWA TIMUR  KODE POS 63173,081234125571,blkkalis11@gmal.com,,published,operational,BLK KOMUNITAS,SURAT PERNYATAAN,026447022621000,Singgahan,JAWA TIMUR,KAB. MADIUN,KONSTRUKSI,TEKNIK LAS
e1fb99f3-1fb9-471d-b313-b9bd396331a0,BLKK PONPES NURUL HUDA RANCAILAT,H.AHMAD SAMBAS,2021,JL.RAYA KRONJO KP.RANCAILAT RT.08/02 DS.RANCAILAT KEC.KRESEK KAB.TANGERANG,085882310009,blkknurulhuda234@gmail.com,,published,operational,BLK KOMUNITAS,800.05/266 - Disnaker/2021,422000620451000,Rancailat,BANTEN,KAB. TANGERANG,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
cc2d22cc-4e2e-4503-9d93-10d26384ec59,YAYASAN NURUL HIDAYAH,H.DASUKI,2020,JLN. RAYA GAPURA DUSUN PADERINGAN TIMUR DESA PABERASAN KECAMATAN KOTA SUMENEP,085217979344,ponpesnurulhidayah28@gmail.com,,published,new,BLK KOMUNITAS,17/KEP/435.105.4/2021,663946424608000,Paberasan,JAWA TIMUR,KAB. SUMENEP,KOMUNIKASI,TEKNIK ELEKTRONIKA
93dafde0-b63b-4e6e-9fbc-f6672a1db8fd,BLK KOMUNITAS PONPES. NURUL YAQIEN,FATHORRAHMAN,2020,DUSUN GUMUK GEBANG RT 025 RW 022 DESA NOGOSARI KECAMATAN RAMBIPUJI KABUPATEN JEMBER PROVINSI JAWA TIMUR,082144553693,blkknurulyaqin25@gmail.com,-,published,operational,BLK KOMUNITAS,503/A.1/0008.B/35.09.325/2022,425687787626000,Nogosari,JAWA TIMUR,KAB. JEMBER,"JASA, KOMUNIKASI",TEKNOLOGI INFORMASI DAN KOMUNIKASI
ac126e41-bf91-4046-8fa3-9b532ef9f4fd,LPK NANO MEGA INDUSTRIES,RONALDO VICTOR SIANIPAR,2021,JL. GANDARIA UTARA BLOK E5,02182675153,nanomegaindustries@gmail.com,,published,operational,LPK SWASTA,202105-0519-2111-8043-257,940361090432000,Margahayu,JAWA BARAT,KOTA BEKASI,"INDUSTRI PENGOLAHAN (MANUFAKTUR), KOMUNIKASI, JASA","TEKNIK MANUFAKTUR, BISNIS DAN MANAJEMEN, METODOLOGI PELATIHAN, BAHASA JEPANG"
92ea991a-ca5a-4eb4-8fc8-4f2aac2edb96,"BLKK YAYASAN SOSIAL & DAKWAH ISLAM ""AL-HUMAIDY""",ACHMAD BAIDLAWI,2021,"DSN. PANOBUN, DS. PANGEREMAN, KEC. KETAPANG, KAB. SAMPANG",081703335553,yayasanalhumaidy@gmail.com,-,published,operational,LPK SWASTA,1247001452317,312773054644000,Bira Barat,JAWA TIMUR,KAB. SAMPANG,PERTANIAN,PERTANIAN
acde8c46-8a7b-4080-aa06-e9c67df3bdd9,BLK KOMUNITAS PONPES SALAFI BAITURROHIM,AHMAD MUBASHOR,2020,RT: 04/RW: 12 DESA PANDANSARI KEC. PONCOKUSUMO KAB. MALANG,081332885597,blkk.ppsbaiturrohim@gmail.com,,published,new,BLK KOMUNITAS,Surat Pernyataan,426762159657000,Pandansari,JAWA TIMUR,KAB. MALANG,"PERDAGANGAN, JASA",PROCESSING
eed42eff-323e-452a-87ec-1aca62f3e60b,BLK KOMUNITAS BITAHARIL IMAM,FATKHURROZI,2020,JALAN PESANTREN NO 21 DESA TIRTOYUDO KECAMATAN TIRTOYUDO KAB. MALANG PROV. JAWA TIMUR,081333157767,blkkbitaharilimam@yahoo.com,,published,new,BLK KOMUNITAS,Surat Pernyataan,744477944654000,Tirtoyudo,JAWA TIMUR,KAB. MALANG,JASA,TATA BUSANA
301fe727-647a-4a04-917c-9d1fb0a39cdf,BLK KOMUNITAS MIFTAHUL HUDAIV,AHMAD IBNU ATHO'ILLAH,2020,"JLN. PESANTEN III RT. 05 RW. 01 MOJOSARI, KEPANJEN, MALANG, JAWA TIMUR",081233509300,blkmiftahulhudaiv@gmail.com,,published,operational,BLK KOMUNITAS,15/BLK.K.PP.MH.IV/VI/2021,414356188654000,Plaosan,JAWA TIMUR,KAB. MALANG,JASA,TATA BOGA
34dc6943-7545-4108-9520-0d8f143e82f1,BLK KOMUNITAS AL-RIFA'IE MALANG,"DR. KH. AHMAD MUFLIH AZAM, SE. MM.",2021,"KOMPLEK PONDOK MODERN AL-RIFA'IE 2, JALAN RAYA KETAWANG NO.2 RT.4 RW.1 DESA KETAWANG KECAMATAN GONDANGLEGI KABUPATEN MALANG",0341877344,blkalrifaie@gmail.com,,published,operational,BLK KOMUNITAS,surat pernyataan,016048308654000,Ketawang,JAWA TIMUR,KAB. MALANG,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
5f0452a7-2eb0-4d55-a3de-1b1d596467ab,PONDOK PESANTREN HIDAYATUL MUBTADI'IN,"ACHMAD ROZIQIN, S.PD",2020,JL KH YUSUF NO 1 TASIKMADU LOWOKWARU,089606012341,blkkhm.malang@gmail.com,,published,operational,BLK KOMUNITAS,SURAT PERNYATAAN,955169099652000,Tasik Madu,JAWA TIMUR,KOTA MALANG,KOMUNIKASI,BAHASA INGGRIS
93fc4088-f6bb-45fe-b3e9-7e58afa09821,BLKK BAHRUL MAGHFIROH,"IBNU TAUFIQ, MPD",2019,JL. JOYO AGUNG NO. 2 TLOGOMAS-LOWOKWARU KOTA MALANG,081252744540,blkkbahrulmaghfiroh@gmail.com,,published,operational,BLK KOMUNITAS,surat pernyataan,314351776652000,Tlogomas,JAWA TIMUR,KOTA MALANG,"PERKEBUNAN, PERTANIAN",PROCESSING
55d3b0d7-8ac6-4054-95ce-da6c14840bfe,BLK KOMUNITAS YAYASAN PESANTREN RAKYAT AL-AMIN,MUHAMMAD ANIS YAHYA,2019,JL KOPRAL SURADI 98,082145722017,chandrablkk.perak@gmail.com,www.pesantrenrakyat.com,published,operational,BLK KOMUNITAS,SURAT PERNYATAAN,829273853654000,Sumberpucung,JAWA TIMUR,KAB. MALANG,"KOMUNIKASI, JASA",TEKNOLOGI INFORMASI DAN KOMUNIKASI
4bf0fcc8-a312-490f-af9b-c3d341c11f3d,BLKK AL MUNAWWARIYYAH,ARDIAN NOVIANTO,2021,JALAN RAYA SUDIMORO 09 RT. 12 RW. 04 SUDIMORO KECAMATAN BULULAWANG KAB. MALANG JAWA TIMUR,085230565474,blkkalmunawwariyyah@gmail.com,,published,operational,BLK KOMUNITAS,Surat Pernyataan,014565030654000,Sudimoro,JAWA TIMUR,KAB. MALANG,"JASA, KOMUNIKASI",BISNIS DAN MANAJEMEN
2a50fa22-7156-415d-99a2-ab0892797cce,VENTURA HOTEL SCHOOL,ABD. HAFID,2017,DUSUN BULUH BAWAH DESA BULUH KECAMATAN SOCAH KABUPATEN BANGKALAN,081232322030,ventura.hotelschool@gmail.com,-,published,operational,LPK SWASTA,560/178.2/433.122/2020,811735778644000,Buluh,JAWA TIMUR,KAB. BANGKALAN,JASA,HOUSEKEEPING
a1da2d13-b59b-4df8-92c5-5baf7394f676,BLK KOMUNITAS PESANTREN AL-MASHDUQIYAH CIBALOK,AJANG HUMAEDI,2020,"JALAN PESANTREN, KP. CIBALOK RT 01 RW 04 DESA CITALEM KECAMATAN CIPONGKOR, KAB. BANDUNG BARAT PROVINSI JAWA BARAT",+62 821 1792 9033,cibalokpesantren@gmail.com,,published,operational,BLK KOMUNITAS,29092200657580002,417056330421000,Cibenda,JAWA BARAT,KAB. BANDUNG BARAT,"JASA, PERDAGANGAN","TATA BUSANA, GARMEN APPAREL"
6948c01f-58b6-49ef-b55f-0a58ebed9c51,BLKK LEMBAGA PENDIDIKAN ISLAM AL KAMAL,MOH. LUHTFI KAMAL,2020,"JALAN KH ABD ROHMAN RT 02 RW 02 BANJARWORO BANGILAN TUBAN 
PONDOK PESANTREN AL-KAMAL",089634683318,Kamalluthfie@gmail.com,,published,new,BLK KOMUNITAS,188.45/146/414.107/2021,954918116648000,Banjarworo,JAWA TIMUR,KAB. TUBAN,"INDUSTRI PENGOLAHAN (MANUFAKTUR), JASA",GARMEN APPAREL
5b3e67cb-d989-454c-b1d0-b2ae8ef05ce1,BLKK UNIPRO BISO TULUNGAGUNG,"H. KOZIN, M.PD.I",2021,"JLN PATTIMURA GG II, RT 002 RW 002 GEDANGSEWU, BOYOLANGU, TULUNGAGUNG, JAWA TIMUR.",081335779394,lpkuniprobiso@gmail.com,-,published,operational,BLK KOMUNITAS,563/187/110/2021,722588936629003,Gedangsewu,JAWA TIMUR,KAB. TULUNGAGUNG,"PERIKANAN, PERTANIAN, PETERNAKAN, KOMUNIKASI",TEKNOLOGI INFORMASI DAN KOMUNIKASI
dfd1d831-e546-4628-bc1e-01ed2cfc8df3,BLKK BAHRUL HIDAYAH,MOCHAMAD KHASAN SAIFULLOH,2020,JL. SUKOLEGOK RT 13 RW 05 SUKO SUKODONO SIDOARJO,081232779345,hasansaifulloh1989@gmail.com,http://www.ponpesbahrulhidayah.com,published,operational,BLK KOMUNITAS,Surat Pernyataan,742583982603000,Cangkringsari,JAWA TIMUR,KAB. SIDOARJO,"JASA, INDUSTRI PENGOLAHAN (MANUFAKTUR)",TEKNIK LAS
941421e9-8f50-4aa1-82cb-40dfe4adebf9,BLKK AL ITTIHAD TAWANGSARI,AHMAD NU'MAN,2021,DESA TAWANGSARI RT : 02 RW : 04 KECAMATAN TROWULAN KABUPATEN MOJOKERTO,087738320784,blk.alittihadtawangsari@gmail.com,,published,operational,BLK KOMUNITAS,12950005426590001,023976301602000,Tawangsari,JAWA TIMUR,KAB. MOJOKERTO,"INDUSTRI PENGOLAHAN (MANUFAKTUR), PERDAGANGAN, JASA",TATA BUSANA
516ae539-64bd-4c9e-b0d4-531faf873b3b,BLKK QOMARUDDIN GRESIK,"IMAM WAHYUDI, S.PD",2019,"JL. RAYA BUNGAH NO. 01, BUNGAH, GRESIK",085733799800,blkkqmd27@gmail.com,,published,operational,BLK KOMUNITAS,surat pernyataan,936098433612000,Bungah,JAWA TIMUR,KAB. GRESIK,"INDUSTRI PENGOLAHAN (MANUFAKTUR), JASA",TEKNIK LAS
d193d06e-5d54-483e-bfbf-dfb23bb99795,BLKK YAYASAN ANNUR,MUHAMMAD ASY'ARI UBAIDILLAH,2020,"JL. KH. NURSALIM HASAN NO.01 RT,02, RW. 03, DESA CUNGKUP KECAMATAN PUCUK KABUPATEN LAMONGAN PROVINSI JAWA TIMUR",082334121782,yayasanannur112@gmail.com,-,published,operational,BLK KOMUNITAS,563/135/413.116/LPK/2021,424549756645000,Babatkumpul,JAWA TIMUR,KAB. LAMONGAN,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
07aa3c44-6f39-41d1-9054-54a7eedfdbbe,BLK NURUL HUDA KEPODANG,"SURYONO, SP.D, M.PD",2019,KEPADANGAN RT.03 RW.01 TULANGAN SIDOARJO JATIM,0895368715520,hakammuhajir@gmail.com,,published,operational,BLK KOMUNITAS,Surap pernyataan,750791998603000,Kepadangan,JAWA TIMUR,KAB. SIDOARJO,JASA,TEKNIK OTOMOTIF
a1627aa6-62ce-4eb2-a5f1-c0b3772be1ba,BALAI LATIHAN KERJA KOMUNITAS PCNU,"DRS.H.MASRUCHAN, MPDI",2020,"JL. R.A BASUNI NO.9, KEPINDAN, JAPAN, KEC. SOOKO, MOJOKERTO, JAWA TIMUR 61361, INDONESIA",082143853112,pcnublkk@gmail.com,,published,operational,BLK KOMUNITAS,SURAT PERNYATAAN,021090980602003,Japan,JAWA TIMUR,KAB. MOJOKERTO,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
419251d8-ea0a-43de-97ed-f9da07ac0d72,BLKK SABILUL MUTTAQIN,IMRON HAMZAH S.PD,2020,DUSUN BARENG RT/003 RW/003 DESA TALOK KECAMATAN DLANGGU KABUPATEN MOJOKERTO,085655215123,blkksabilulmuttaqin@gmail.com,,published,new,BLK KOMUNITAS,SURAT PERNYATAAN,314766825602000,Kedunglengkong,JAWA TIMUR,KAB. MOJOKERTO,PERTANIAN,PROCESSING
a572da8a-54e5-4afe-8f6b-8d35b3b773b7,BLKK PONDOK PESANTREN AL-QUR'AN AR-RIDHO,ETI ATNI MARIANAH,2020,KP.CIPATRA DESA CIJENUK KECAMATAN CIPONGKOR KABUPATEN BANDUNG BARAT,083822131998,blkkponpesalquranarridho@gmail.com,,published,operational,BLK KOMUNITAS,10012300170430001,959388612421000,Cijenuk,JAWA BARAT,KAB. BANDUNG BARAT,"PERKEBUNAN, PERTANIAN","PARIWISATA, HOUSEKEEPING"
8b1b76e8-8aba-4ec5-b2a2-1cabcc34245f,BLKK AL-KHOIR BANI ARIFIN,"ACHYEK, S.PD.I",2020,JL RAYA AIR MATA DS. TLOKOH KEC. KOKOP KAB. BANGKALAN PROV. JAWA TIMUR,085104053613,blkkalkhoirbaniarifin@gmail.com,-,published,new,BLK KOMUNITAS,560/515.1/433.122/2021,806125225644000,Tlokoh,JAWA TIMUR,KAB. BANGKALAN,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
61ef8b87-3a82-451d-af61-dfdb235a8b80,NURUL ANWAR,AHMAD HIDAYATULOH,2020,KP.BABAKAN RESMI RT/RW 04/16 DESA SIRNAJAYA KEC.GUNUNGHALU KAB.BANDUNG BARAT,083829105345,hidayatulohahmad01@gmail.com,,published,new,BLK KOMUNITAS,2786 Tahun 2018,418444451421000,Sirnajaya,JAWA BARAT,KAB. BANDUNG BARAT,INDUSTRI PENGOLAHAN (MANUFAKTUR),TATA BUSANA
8bf15597-7769-460d-8ea1-cf030fb2366e,BLKK ALWAHIDIYAH ASWAJA,KH. ZUBAIDI MUHAMMAD,2020,"OMBEN KEC. OMBEN, KAB. SAMPANG",087855241242,blkkalwahidiyahaswaja@gmail.com,-,published,operational,BLK KOMUNITAS,No: Kep.560/046/434.211/KEP/VI/2021,606005429644000,Omben,JAWA TIMUR,KAB. SAMPANG,"JASA, KOMUNIKASI",TEKNOLOGI INFORMASI DAN KOMUNIKASI
e5c864c9-2c92-4965-8344-595825ae0385,BLKK RIYADLUL JANNAH,"UST ABDUL ROJAK,S.PD.I",2020,KP. TENGGER RT.001/001 DS. KEMUNING KEC.KRESEK KAB.TAGERANG,081282459397,blkyppriyadluljannah@gmail.com,,published,new,BLK KOMUNITAS,800.05/267-Disnaker/2021,430042853418000,Kemuning,BANTEN,KAB. TANGERANG,JASA,TEKNIK OTOMOTIF
966218f5-64af-4a60-bf0c-f81126840e3c,BLKK AL-FALAHIYAH ASYTARI,IQBAL MUAZIZ MAHDI,2020,KOMPLEK PONPES AL-FALAHIYAH ASYTARI ( KP.CIRUMPAK DS.CIRUMPAK RT/006 ) KEC.KRONJO KAB.TANGERANG,083847109951,blkkalfalahiyah@gmail.com,,published,operational,BLK KOMUNITAS,800.05/498-Disnaker/2021,423271501451000,Cirumpak,BANTEN,KAB. TANGERANG,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
7cda73dd-85ae-4bcb-9882-b02a18e7003c,BLKK AT-THOLHAWIYAH,NUR HASYIM S ANAM,2021,JL. PONDOK PESANTREN SUMURNANGKA DESA SUWAAN  KEC. MODUNG KAB. BANGKALAN PROV. JAWA TIMUR,081805654510,Sumurnangkamultimedia@gmail.com,,published,operational,BLK KOMUNITAS,560/08/433.122/V/2021,713219343644002,Suwaan,JAWA TIMUR,KAB. BANGKALAN,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
d332db88-424b-4118-a039-a2218f5ff7ef,BLK KOMUNITAS PP. KANZUL ULUM,"H. AHMAD BUSIRI, S.PD.I",2020,JLN. KH.ABDURRAHMAN NO 1 BRINGEN LANGKAP BURNEH BANGKALAN MADURA,087751115401,kzuofficial80@gmail.com,,published,operational,BLK KOMUNITAS,No: Kep.560/647/433.122/2021,312887805644000,Banangkah,JAWA TIMUR,KAB. BANGKALAN,"KOMUNIKASI, JASA",TEKNOLOGI INFORMASI DAN KOMUNIKASI
7b7bc5fa-09f8-49cc-818c-76707014f322,BLKK PONPES AL HAMAMIYAH,"SALMAN, M.PD",2021,KP. KOSAMBI DALAM RT. 006/001 KEC. MEKAR BARU KAB. TANGERANG BANTEN,081297225098,blkkppalhamamiyah@gmail.com,-,published,new,BLK KOMUNITAS,800.05/246-Disnaker/2021,423107119451000,Kosambi Dalam,BANTEN,KAB. TANGERANG,INDUSTRI PENGOLAHAN (MANUFAKTUR),GARMEN APPAREL
6165945b-e211-4b22-8eb1-cfb8a3a4f0f9,YAYASAN BLKK YPI KI ADUNG,SONABEKH,2020,KP. LEMPUYANG RT 011/003 DS. LEMPUYANG KEC. TANARA KAB. SERANG-BANTEN,085695024064,blkkypikiadung@gmail.com,,published,new,BLK KOMUNITAS,Surat Pernyataan binaan BBPLK serang,422195404454000,Lempuyang,BANTEN,KAB. SERANG,"PERDAGANGAN, JASA, PERTANIAN",TEKNOLOGI INFORMASI DAN KOMUNIKASI
ae79864c-fabc-4bac-9f55-73e67da9bf1d,BLKK YAYASAN MANBAUL FALAH,"ENCEP IRWAN HERDIANSYAH, S.PD.I",2021,KP. TAMBAKAN RT.04/RW.04 DESA CIPATIK KEC. CIHAMPELAS KABUPATEN BANDUNG BARAT PROVINSI JAWA BARAT KODE POS 40562,082116585085,blkkyayasanmanbaulfalah@gmail.com,,published,operational,BLK KOMUNITAS,Surat Pernyataan,421892720421000,Cipatik,JAWA BARAT,KAB. BANDUNG BARAT,"JASA, KOMUNIKASI",TEKNOLOGI INFORMASI DAN KOMUNIKASI
ff156c2d-9837-4de0-a5ad-84b81a9f2ff6,BLKK DAAR EL HASANAH,"DR. (CND) KH. BAKRONI LATAR, S.PD.I, LC, MM",2020,JL. PERUM TAMAN SEJAHTRA KP. DUKUH SABRANG RT/002 RW/001 DES/KEC. JAWILAN SERANG BANTEN,081297305648,info@daarelhasanah.com,www.daarelhasanah.com,published,operational,BLK KOMUNITAS,563/05/LPK-OSS/DPMPTSP/2021,713050425454006,Majasari,BANTEN,KAB. SERANG,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
6a583e6a-b69d-4e78-8061-6866a8b5c85b,BLK KOMUNITAS PP. NURUL AMANAH,"H. ABD. SHOMAD, S.H.I,. M.PD.I",2020,JL. RAYA TRAGAH 09 BASANAH TANAH MERAH BANGKALAN,085725777125,hotam.min90@gmail.com,,published,operational,BLK KOMUNITAS,560/05/433.122/XI/2020,312681729644000,Basanah,JAWA TIMUR,KAB. BANGKALAN,"JASA, KONSTRUKSI, PERDAGANGAN",TEKNIK LAS
35f336c5-7e9f-4a43-93fd-2f593988ce52,BLK KOMUNITAS PONPES DAARUL MA'RIFAH,BUDI JALALUDIN,2020,KP. SIMPANG TIGA RT. 006/005 DS. CISIMEUT KEC. LEUWIDAMAR KAB. LEBAK,081319978232,jalaludinbudi@gmail.com,,published,operational,BLK KOMUNITAS,563/16/Disnaker/IV/2021,420840852419000,Cisimeut,BANTEN,KAB. LEBAK,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
